1.0.1_result.csv,277036
1.0.2_result.csv,360109
1.0.3_result.csv,360109
1.0.4_result.csv,427363
1.0a_result.csv,508887
1.0_result.csv,293609
1.10.0-beta1_result.csv,3378401
1.10.0_result.csv,3361828
1.10.1_result.csv,3378401
1.10.2_result.csv,3378401
1.11.0-beta1_result.csv,4978381
1.11.0-beta2_result.csv,4979139
1.11.0-beta3_result.csv,4979147
1.11.0-rc1_result.csv,4978409
1.11.0_result.csv,4946238
1.11.1-beta1_result.csv,4985842
1.11.1-rc1_result.csv,4985842
1.11.1-rc2_result.csv,4985842
1.11.1_result.csv,4985851
1.11.2_result.csv,3765110
1.11.3_result.csv,4625164
1.1.1_result.csv,530961
1.12.0_result.csv,5299099
1.12.1_result.csv,3862363
1.12.2_result.csv,3208090
1.12.3_result.csv,3208090
1.12.4_result.csv,3208090
1.1_result.csv,547634
2.0.0b1_result.csv,4576499
2.0.0b2_result.csv,4592531
2.0.0-beta3_result.csv,4592554
2.0.0_result.csv,4592554
2.0.1_result.csv,4592568
2.0.2_result.csv,4592568
2.0.3_result.csv,4576513
2.1.0-beta1_result.csv,4673240
2.1.0-beta2_result.csv,4673240
2.1.0-beta3_result.csv,4673240
2.1.0-rc1_result.csv,4673240
2.1.0_result.csv,4673240
2.1.1-beta1_result.csv,4673240
2.1.1-rc1_result.csv,4673240
2.1.1-rc2_result.csv,4673240
2.1.1_result.csv,4673240
2.1.2_result.csv,4673240
2.1.3_result.csv,4673240
2.1.4_result.csv,4673240
2.2.0_result.csv,4737730
2.2.1_result.csv,4737730
2.2.2_result.csv,4737730
2.2.3_result.csv,4737730
2.2.4_result.csv,4737730
3.0.0-alpha1+compat_result.csv,5713823
3.0.0-alpha1_result.csv,5697768
3.0.0-beta1_result.csv,5713823
3.0.0-rc1_result.csv,5713823
3.0.0_result.csv,5681706
3.1.0_result.csv,5745983
3.1.1_result.csv,5778063
3.2.0_result.csv,5794090
3.2.1_result.csv,5794090
3.3.0_result.csv,5955411
3.3.1_result.csv,5955411
